,BiLSTM-Tred_MAPE,BiLSTM-GAB_MAPE,LSTM-Tred_MAPE,LSTM-GAB_MAPE,GRU-Tred_MAPE,GRU-GAB_MAPE,CNN-Tred_MAPE,CNN-GAB_MAPE,RNN-Tred_MAPE,RNN-GAB_MAPE
0,37.21033849892626,64.23527266790123,45.73838011772558,141.61361948274453,18.8399747929584,14.040358317765769,20.379311386401938,15.583329943386987,19.552248536861864,12.977223341170571
1,63.81146766808264,57.365426951693735,39.041315980417615,18.285211795447943,18.18072843043697,14.5636757675349,19.552045432246587,13.551266898796989,23.819845944592828,41.50707169922718
2,21.988206908699816,15.869395427854544,23.859968606225987,80.52793937505264,21.57436298914101,28.403387019538307,20.71752750784561,14.943491547321832,19.18406824417536,12.63414288573779
3,20.261633649107697,123.1188391550462,20.18695164522917,33.190053250694845,21.935543151195468,22.093523938688804,19.47844299960376,15.062743854893329,19.39524498164277,14.930672691819137
4,34.91461553297921,15.308895107154427,28.34364052870661,14.1938950231709,19.65653376807323,12.38772921386854,24.863777474826595,14.510894340408424,19.855851198286757,17.066144533640276
5,63.21360488347084,792.9752943109959,20.24341558158901,23.07963450064623,18.506335877444844,24.18930092131088,19.90484552976263,16.972480216509567,19.174905939192875,17.9608182328572
6,27.368773639713535,16.60133943386222,22.71296560663637,26.106747473627586,30.15217533117936,28.72490031873375,18.99775099610176,15.857031960645024,21.25083365923121,25.98454669066664
7,39.70327058062698,111.99876080740523,18.918437423201865,29.13550106970338,24.840698162511988,13.521536438161272,25.54777260800972,14.448041047853533,19.616849473915167,13.687528356021406
8,26.28161974190898,14.173539665367732,19.02472168846763,28.744439060573058,18.809861247938027,20.966541601079197,19.437385025517145,17.84106950448985,18.46095009866829,17.66106769809467
9,47.31609835333505,76.14872017251628,21.286856797874588,29.70696089222676,19.486246196052743,11.52996406001964,18.834971228369213,15.422169173984573,19.18364236683732,13.23324241452372
