,0,1,2,3,4,5
0,0,BiLSTM,0.44670273498027047,0.8406438381932134,13.071594116691653,22.96362339663432
1,0,LSTM,0.4882169664412349,0.843612633652681,14.229867165096541,23.177265254149912
2,<keras.engine.sequential.Sequential object at 0x7fc1b7a10510>,GRU,0.4641948794942786,0.8372854342644249,13.816835552449685,23.25773770501777
3,0,CNN,0.4575841030499209,0.842901248732023,13.579728677571323,22.963920421072952
4,0,RNN,0.5537727509693016,0.8793982616958905,15.217999740465752,23.640917902760297
5,1,BiLSTM,0.45332597619354065,0.840815327441484,13.269483625729903,22.94129659864503
6,1,LSTM,0.47880517628301994,0.845368916541164,13.99136938938897,23.28196137692011
7,<keras.engine.sequential.Sequential object at 0x7fc1b7a10510>,GRU,0.4832255330748065,0.839843951327454,14.132779520058891,23.138110396564475
8,1,CNN,0.4423027603652762,0.8399813583754212,13.03937383155189,23.396544505968535
9,1,RNN,0.5510404079843376,0.8496110316572492,15.734230690491152,23.938556623839386
10,2,BiLSTM,0.4481952822006801,0.8383687338550108,13.216704959492045,23.002284447849203
11,2,LSTM,0.4833196461146362,0.8438641376946271,14.05240008653091,23.21102374373025
12,<keras.engine.sequential.Sequential object at 0x7fc1b7a10510>,GRU,0.4870270366751159,0.8392418732376613,14.420646485226168,23.052129243429363
13,2,CNN,0.4572324888413991,0.8432144508046818,13.55851123006015,22.96412759226569
14,2,RNN,0.5036354732224713,0.8646794160837551,14.141323289554242,24.17480109429711
15,3,BiLSTM,0.44287777065815703,0.8362716703688421,13.039840387608436,23.103730796706227
16,3,LSTM,0.4490951437958206,0.838858622729314,13.092250330756608,23.324024953994748
17,<keras.engine.sequential.Sequential object at 0x7fc1b7a10510>,GRU,0.4682601568357504,0.8397518447807935,13.85276960764197,22.94114860552759
18,3,CNN,0.44819335177770364,0.8385171742167112,13.280010357375943,23.25157208615128
19,3,RNN,0.5557490520152666,0.8540092163015078,15.473596919505441,23.68392558628745
20,4,BiLSTM,0.4676126421397075,0.8382712481035302,13.766602283130414,22.938978969680132
21,4,LSTM,0.46168572242926387,0.839059711499903,13.417023067506918,23.069986480109606
22,<keras.engine.sequential.Sequential object at 0x7fc1b7a10510>,GRU,0.46393155179748596,0.8396865526026872,13.730628147352048,22.999634816330907
23,4,CNN,0.45647362788800344,0.8429022558357648,13.54343997674122,22.96454657372401
24,4,RNN,0.642862667958988,0.8664033939334794,17.333919264795146,24.392177542581212
25,5,BiLSTM,0.4733735046846629,0.8390777559101545,13.80447002859618,23.075012382703456
26,5,LSTM,0.45674114488361794,0.8393522092119677,13.4843989437533,22.960466272252773
27,<keras.engine.sequential.Sequential object at 0x7fc1b7a10510>,GRU,0.46445903042010567,0.8378872973375567,13.70801297215492,23.339402433163894
28,5,CNN,0.45334753942577877,0.8405232967754216,13.423916088594847,23.315158796504527
29,5,RNN,0.5374433453126153,0.8791614097089095,15.151411305878268,23.48855833331987
30,6,BiLSTM,0.4478362656712824,0.8400732406761348,13.162950047674912,22.95923773619771
31,6,LSTM,0.47558229824663784,0.8394770182840271,14.044817175123878,22.972630520397498
32,<keras.engine.sequential.Sequential object at 0x7fc1b7a10510>,GRU,0.483105415239387,0.840885514047562,14.087437419153185,22.975744098624396
33,6,CNN,0.45905701610082544,0.8386096728999896,13.666591825951008,23.164928462399043
34,6,RNN,0.4991660051682816,0.8453017119887877,14.537946103741842,23.945157065326704
35,7,BiLSTM,0.4441883001172596,0.8401232403667042,13.123390138461733,22.937292508098047
36,7,LSTM,0.4647049625019752,0.8416796614985278,13.500249749841196,23.243230008405636
37,<keras.engine.sequential.Sequential object at 0x7fc1b7a10510>,GRU,0.4763449683466612,0.8378647662666671,14.056669573906794,23.2650072893693
38,7,CNN,0.43933338283966034,0.8409941172409598,12.999191755446507,23.22428937622908
39,7,RNN,0.5019690429254983,0.8453553539387985,14.397971071078498,23.574462128128218
40,8,BiLSTM,0.45191834352730303,0.8405863302327947,13.312281199063452,22.941648482277866
41,8,LSTM,0.45500114082226484,0.8408873665219875,13.33306282053908,23.134180133422078
42,<keras.engine.sequential.Sequential object at 0x7fc1b7a10510>,GRU,0.46561857671852697,0.8404602866785987,13.663511715732549,23.187856115715476
43,8,CNN,0.44595021388014927,0.8418522481768403,13.173313578667475,23.09118075908779
44,8,RNN,0.5196217255837254,0.8601297086205789,14.803139600825945,24.131590902912837
45,9,BiLSTM,0.4543963757661999,0.8404439438788868,13.437320613091192,22.933733217074778
46,9,LSTM,0.4645024884622914,0.8428800082999671,13.706109768627078,22.932242797280175
47,<keras.engine.sequential.Sequential object at 0x7fc1b7a10510>,GRU,0.5224350126439272,0.8407595316999825,15.118856802654415,23.15947333037565
48,9,CNN,0.46128443991379847,0.8399672394126699,13.648165290676806,23.441843373972628
49,9,RNN,0.5222849291987754,0.8471371110783043,14.855107015161067,23.473340979838305
